qc_id,id,name,date,time,lon,lat,altitude,north,azimuth,camera mak,camera mod,title,comment,path,relpath,timestamp,icon_url
"0",6fd58f48-0b0c-4ab2-a7da-4111f12fc183,TimePhoto_20200610_081840.jpg,2020/06/10,08:18:40.000,-54.6677661111111,-16.4326266666667,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/34) 10 06 20 - 15º Medição\TimePhoto_20200610_081840.jpg,./34) 10 06 20 - 15º Medição/TimePhoto_20200610_081840.jpg,2020/06/10 08:18:40.000,./0.png
"1",0385e2b1-d86f-42ed-8e6b-b4a62c2eb7e3,TimePhoto_20200610_082248.jpg,2020/06/10,08:22:48.000,-54.6681825,-16.4320797222222,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/34) 10 06 20 - 15º Medição\TimePhoto_20200610_082248.jpg,./34) 10 06 20 - 15º Medição/TimePhoto_20200610_082248.jpg,2020/06/10 08:22:48.000,./0.png
"2",e40570e2-fde8-45ae-9e9d-ec3e52944e75,TimePhoto_20200610_083922.jpg,2020/06/10,08:39:22.000,-54.6692625,-16.4634152777778,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/34) 10 06 20 - 15º Medição\TimePhoto_20200610_083922.jpg,./34) 10 06 20 - 15º Medição/TimePhoto_20200610_083922.jpg,2020/06/10 08:39:22.000,./0.png
"3",7b2cb305-173c-4096-a9b3-069dcb7db1e3,TimePhoto_20200610_084524.jpg,2020/06/10,08:45:24.000,-54.66474,-16.4673230555556,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/34) 10 06 20 - 15º Medição\TimePhoto_20200610_084524.jpg,./34) 10 06 20 - 15º Medição/TimePhoto_20200610_084524.jpg,2020/06/10 08:45:24.000,./0.png
"4",63685183-136d-42a3-bc24-e66fd87e69c8,TimePhoto_20200610_090141.jpg,2020/06/10,09:01:41.000,-54.6586069444444,-16.4717763888889,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/34) 10 06 20 - 15º Medição\TimePhoto_20200610_090141.jpg,./34) 10 06 20 - 15º Medição/TimePhoto_20200610_090141.jpg,2020/06/10 09:01:41.000,./0.png
"5",f9f0da59-d75b-4700-96a4-c0929c7fbdd5,TimePhoto_20200610_090427.jpg,2020/06/10,09:04:27.000,-54.6592527777778,-16.4719838888889,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/34) 10 06 20 - 15º Medição\TimePhoto_20200610_090427.jpg,./34) 10 06 20 - 15º Medição/TimePhoto_20200610_090427.jpg,2020/06/10 09:04:27.000,./0.png
"6",c62c0c93-b78d-4fe4-ae9f-8d89d3dce4f3,TimePhoto_20200610_090840.jpg,2020/06/10,09:08:40.000,-54.6584177777778,-16.47291,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/34) 10 06 20 - 15º Medição\TimePhoto_20200610_090840.jpg,./34) 10 06 20 - 15º Medição/TimePhoto_20200610_090840.jpg,2020/06/10 09:08:40.000,./0.png
"7",1042b4ed-c003-4fd4-93e5-d90dd8e0a97d,TimePhoto_20200610_090850.jpg,2020/06/10,09:08:50.000,-54.6578886111111,-16.4739033333333,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/34) 10 06 20 - 15º Medição\TimePhoto_20200610_090850.jpg,./34) 10 06 20 - 15º Medição/TimePhoto_20200610_090850.jpg,2020/06/10 09:08:50.000,./0.png
"8",fa09361a-186f-4e7e-ab64-f3f41016af1c,TimePhoto_20200610_091059.jpg,2020/06/10,09:10:59.000,-54.6577919444444,-16.4738741666667,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/34) 10 06 20 - 15º Medição\TimePhoto_20200610_091059.jpg,./34) 10 06 20 - 15º Medição/TimePhoto_20200610_091059.jpg,2020/06/10 09:10:59.000,./0.png
"9",0df49eaa-fdb1-4707-af05-23c29db57aa4,TimePhoto_20200610_091659.jpg,2020/06/10,09:16:59.000,-54.6545133333333,-16.4794825,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/34) 10 06 20 - 15º Medição\TimePhoto_20200610_091659.jpg,./34) 10 06 20 - 15º Medição/TimePhoto_20200610_091659.jpg,2020/06/10 09:16:59.000,./0.png
