qc_id,id,name,date,time,lon,lat,altitude,north,azimuth,camera mak,camera mod,title,comment,path,relpath,timestamp,icon_url
"0",99709f84-7503-40ce-8046-c91f0b98372d,TimePhoto_20200616_075653.jpg,2020/06/16,07:56:53.000,-54.6610744444444,-16.4417913888889,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_075653.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_075653.jpg,2020/06/16 07:56:53.000,./0.png
"1",708f14a2-3a38-4b85-ad9b-1c970f2440f0,TimePhoto_20200616_075805.jpg,2020/06/16,07:58:05.000,-54.6610647222222,-16.4418527777778,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_075805.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_075805.jpg,2020/06/16 07:58:05.000,./0.png
"2",bda7bfa2-9ca4-4fcf-a33e-b86c8db221b1,TimePhoto_20200616_080142.jpg,2020/06/16,08:01:42.000,-54.6610455555556,-16.4429091666667,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_080142.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_080142.jpg,2020/06/16 08:01:42.000,./0.png
"3",146d5dd3-0771-49ee-9872-6184b2d305f8,TimePhoto_20200616_080919.jpg,2020/06/16,08:09:19.000,-54.6553988888889,-16.4482588888889,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_080919.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_080919.jpg,2020/06/16 08:09:19.000,./0.png
"4",ae93847d-43e3-4b3b-8b94-cbf56fb45b61,TimePhoto_20200616_081350.jpg,2020/06/16,08:13:50.000,-54.6532958333333,-16.4489180555556,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_081350.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_081350.jpg,2020/06/16 08:13:50.000,./0.png
"5",02b66172-ce78-4c41-97c9-2fd96812c17d,TimePhoto_20200616_082658.jpg,2020/06/16,08:26:58.000,-54.6731258333333,-16.4281530555556,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_082658.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_082658.jpg,2020/06/16 08:26:58.000,./0.png
"6",abd2802c-d3bb-4c4f-b520-cf121a0e912c,TimePhoto_20200616_083337.jpg,2020/06/16,08:33:37.000,-54.6760166666667,-16.4402894444444,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_083337.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_083337.jpg,2020/06/16 08:33:37.000,./0.png
"7",50e2a0d4-cc7a-444e-b265-9f4aae827823,TimePhoto_20200616_084644.jpg,2020/06/16,08:46:44.000,-54.6768511111111,-16.4544927777778,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_084644.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_084644.jpg,2020/06/16 08:46:44.000,./0.png
"8",0c01ba3d-9a3c-447f-b140-78f9349e5c99,TimePhoto_20200616_085449.jpg,2020/06/16,08:54:49.000,-54.6721605555555,-16.4607822222222,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_085449.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_085449.jpg,2020/06/16 08:54:49.000,./0.png
"9",48086426-92e5-4c10-bb8c-d3254fc55793,TimePhoto_20200616_090508.jpg,2020/06/16,09:05:08.000,-54.6587025,-16.4717841666667,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_090508.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_090508.jpg,2020/06/16 09:05:08.000,./0.png
"10",b4bcb763-8b03-4711-b4cd-885ebf0147ac,TimePhoto_20200616_091547.jpg,2020/06/16,09:15:47.000,-54.6439675,-16.4858022222222,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_091547.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_091547.jpg,2020/06/16 09:15:47.000,./0.png
"11",5c72c61f-b34d-417d-9469-2fbe5d8fcfae,TimePhoto_20200616_093223.jpg,2020/06/16,09:32:23.000,-54.6033841666667,-16.4681369444444,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_093223.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_093223.jpg,2020/06/16 09:32:23.000,./0.png
"12",18ffbefd-e1e2-487d-b2b0-19c094a5cdd8,TimePhoto_20200616_094314.jpg,2020/06/16,09:43:14.000,-54.6127336111111,-16.4607688888889,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_094314.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_094314.jpg,2020/06/16 09:43:14.000,./0.png
"13",14403704-089c-400c-aa78-10497ac6a984,TimePhoto_20200616_094347.jpg,2020/06/16,09:43:47.000,-54.6127436111111,-16.4608111111111,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_094347.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_094347.jpg,2020/06/16 09:43:47.000,./0.png
"14",eb916456-e8ce-414f-88fa-ffb71630198a,TimePhoto_20200616_095600.jpg,2020/06/16,09:56:00.000,-54.6126052777778,-16.4625633333333,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_095600.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_095600.jpg,2020/06/16 09:56:00.000,./0.png
"15",953b6185-cc99-4cd6-bc0a-f613ffb94fa0,TimePhoto_20200616_095621.jpg,2020/06/16,09:56:20.000,-54.6127061111111,-16.4625913888889,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_095621.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_095621.jpg,2020/06/16 09:56:20.000,./0.png
"16",e2e3f070-2533-40af-9ca8-5a5589a08e66,TimePhoto_20200616_101024.jpg,2020/06/16,10:10:23.000,-54.6182916666667,-16.4483752777778,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_101024.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_101024.jpg,2020/06/16 10:10:23.000,./0.png
"17",af48bc82-a7f1-4f74-a2fb-e5277fcaa07b,TimePhoto_20200616_101817.jpg,2020/06/16,10:18:17.000,-54.6153452777778,-16.4467166666667,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_101817.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_101817.jpg,2020/06/16 10:18:17.000,./0.png
"18",fef43e38-95ae-498b-9931-ac0fe15bc5e3,TimePhoto_20200616_102231.jpg,2020/06/16,10:22:31.000,-54.6194663888889,-16.4477133333333,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_102231.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_102231.jpg,2020/06/16 10:22:31.000,./0.png
"19",7dd230c8-5428-458e-8975-7789010054e2,TimePhoto_20200616_102732.jpg,2020/06/16,10:27:32.000,-54.6217838888889,-16.4458219444444,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_102732.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_102732.jpg,2020/06/16 10:27:32.000,./0.png
"20",7aa3e922-ce5c-49f6-93a2-ac80bfe2b4b8,TimePhoto_20200616_102742.jpg,2020/06/16,10:27:42.000,-54.621805,-16.4458238888889,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_102742.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_102742.jpg,2020/06/16 10:27:42.000,./0.png
"21",b6378409-5a4a-4b80-b534-82ee92e7bc89,TimePhoto_20200616_135923.jpg,2020/06/16,13:59:23.000,-54.6355211111111,-16.4593366666667,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_135923.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_135923.jpg,2020/06/16 13:59:23.000,./0.png
"22",1cb12d6b-789e-4c2d-a820-90aed697446d,TimePhoto_20200616_140128.jpg,2020/06/16,14:01:28.000,-54.6350136111111,-16.4589005555556,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_140128.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_140128.jpg,2020/06/16 14:01:28.000,./0.png
"23",62fe5f19-5302-490f-88ef-612c6f076520,TimePhoto_20200616_141156.jpg,2020/06/16,14:11:56.000,-54.6517636111111,-16.4688847222222,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_141156.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_141156.jpg,2020/06/16 14:11:56.000,./0.png
"24",428f0df4-04cc-4904-9c0d-87806c56c008,TimePhoto_20200616_141929.jpg,2020/06/16,14:19:28.000,-54.6464288888889,-16.4770044444444,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_141929.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_141929.jpg,2020/06/16 14:19:28.000,./0.png
"25",ff26df36-d410-4a96-80bf-fc583fe94453,TimePhoto_20200616_143506.jpg,2020/06/16,14:35:06.000,-54.6221908333333,-16.4597136111111,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_143506.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_143506.jpg,2020/06/16 14:35:06.000,./0.png
"26",b9f21fb2-48c1-4c57-b253-44d2bbba6bd6,TimePhoto_20200616_143938.jpg,2020/06/16,14:39:38.000,-54.6237502777778,-16.4601077777778,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_143938.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_143938.jpg,2020/06/16 14:39:38.000,./0.png
"27",5cab624e-91f6-4220-8ecf-7c1c180f0f1f,TimePhoto_20200616_145005.jpg,2020/06/16,14:50:04.000,-54.6133352777778,-16.4704594444444,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_145005.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_145005.jpg,2020/06/16 14:50:04.000,./0.png
"28",c1822e71-d8b6-4913-ad75-1b98a9376e76,TimePhoto_20200616_145703.jpg,2020/06/16,14:57:03.000,-54.6199711111111,-16.4748363888889,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_145703.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_145703.jpg,2020/06/16 14:57:03.000,./0.png
"29",e6e295bf-9c33-4ec9-80b6-66b0e5558e5b,TimePhoto_20200616_145709.jpg,2020/06/16,14:57:09.000,-54.6199722222222,-16.4748344444444,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_145709.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_145709.jpg,2020/06/16 14:57:09.000,./0.png
"30",7669e9a3-431c-4e9b-b446-c0c960a16395,TimePhoto_20200616_145728.jpg,2020/06/16,14:57:28.000,-54.6199041666667,-16.4749638888889,,,,samsung,SM-G9600,,,D:/INGRID/Ingrid - Fotos/36) 16 06 20 - 15º Medição\TimePhoto_20200616_145728.jpg,./36) 16 06 20 - 15º Medição/TimePhoto_20200616_145728.jpg,2020/06/16 14:57:28.000,./0.png
