qc_id,id,name,date,time,lon,lat,altitude,north,azimuth,camera mak,camera mod,title,comment,path,relpath,timestamp,icon_url
"0",600862e3-4ee4-4cfb-8e6e-fb2847249dd6,TimePhoto_20200527_084307.jpg,2020/05/27,08:43:07.000,-54.6635841666667,-16.4760186111111,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/30) 27 05 20 - 15º Medição\TimePhoto_20200527_084307.jpg,./30) 27 05 20 - 15º Medição/TimePhoto_20200527_084307.jpg,2020/05/27 08:43:07.000,./0.png
"1",125bed35-26a8-4296-94c0-e7ecac3dd26e,TimePhoto_20200527_085406.jpg,2020/05/27,08:54:06.000,-54.6695925,-16.4624269444444,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/30) 27 05 20 - 15º Medição\TimePhoto_20200527_085406.jpg,./30) 27 05 20 - 15º Medição/TimePhoto_20200527_085406.jpg,2020/05/27 08:54:06.000,./0.png
"2",9e0787d3-a2d6-484a-865b-06f031cd9e09,TimePhoto_20200527_085757.jpg,2020/05/27,08:57:57.000,-54.6704269444444,-16.4600694444444,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/30) 27 05 20 - 15º Medição\TimePhoto_20200527_085757.jpg,./30) 27 05 20 - 15º Medição/TimePhoto_20200527_085757.jpg,2020/05/27 08:57:57.000,./0.png
"3",8ff704b2-f7e4-417d-95d7-4fd827caff70,TimePhoto_20200527_091137.jpg,2020/05/27,09:11:37.000,-54.6625925,-16.4818013888889,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/30) 27 05 20 - 15º Medição\TimePhoto_20200527_091137.jpg,./30) 27 05 20 - 15º Medição/TimePhoto_20200527_091137.jpg,2020/05/27 09:11:37.000,./0.png
"4",1576a641-c052-4ee2-b32e-d381ea727186,TimePhoto_20200527_091444.jpg,2020/05/27,09:14:44.000,-54.6635730555556,-16.4796111111111,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/30) 27 05 20 - 15º Medição\TimePhoto_20200527_091444.jpg,./30) 27 05 20 - 15º Medição/TimePhoto_20200527_091444.jpg,2020/05/27 09:14:44.000,./0.png
"5",6f99b6c7-4bd1-46ec-872e-fb58aa1e428d,TimePhoto_20200527_091812.jpg,2020/05/27,09:18:12.000,-54.6606397222222,-16.4747580555556,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/30) 27 05 20 - 15º Medição\TimePhoto_20200527_091812.jpg,./30) 27 05 20 - 15º Medição/TimePhoto_20200527_091812.jpg,2020/05/27 09:18:12.000,./0.png
"6",2099b1eb-5f9c-4227-a9e3-f87f9ebda4f9,TimePhoto_20200527_093207.jpg,2020/05/27,09:32:07.000,-54.6243427777778,-16.5110986111111,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/30) 27 05 20 - 15º Medição\TimePhoto_20200527_093207.jpg,./30) 27 05 20 - 15º Medição/TimePhoto_20200527_093207.jpg,2020/05/27 09:32:07.000,./0.png
"7",1b23b5a5-91e0-4195-a979-efd1e178a07b,TimePhoto_20200527_094928.jpg,2020/05/27,09:49:28.000,-54.5772822222222,-16.473605,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/30) 27 05 20 - 15º Medição\TimePhoto_20200527_094928.jpg,./30) 27 05 20 - 15º Medição/TimePhoto_20200527_094928.jpg,2020/05/27 09:49:28.000,./0.png
"8",ec320d7d-edcb-40ff-89ac-ad689e33902d,TimePhoto_20200527_095437.jpg,2020/05/27,09:54:37.000,-54.5721091666667,-16.4735538888889,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/30) 27 05 20 - 15º Medição\TimePhoto_20200527_095437.jpg,./30) 27 05 20 - 15º Medição/TimePhoto_20200527_095437.jpg,2020/05/27 09:54:37.000,./0.png
"9",45dc06e3-f638-4322-895c-71d5600e5a7d,TimePhoto_20200527_095500.jpg,2020/05/27,09:55:00.000,-54.5721236111111,-16.47341,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/30) 27 05 20 - 15º Medição\TimePhoto_20200527_095500.jpg,./30) 27 05 20 - 15º Medição/TimePhoto_20200527_095500.jpg,2020/05/27 09:55:00.000,./0.png
