qc_id,id,name,date,time,lon,lat,altitude,north,azimuth,camera mak,camera mod,title,comment,path,relpath,timestamp,icon_url
"10",6d60b629-ae69-42dc-be83-20f75706244b,TimePhoto_20200520_145326.jpg,2020/05/20,14:53:26.000,-54.6091397222222,-16.4662497222222,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/27) 20 05 20 - 15º Medição\TimePhoto_20200520_145326.jpg,./27) 20 05 20 - 15º Medição/TimePhoto_20200520_145326.jpg,2020/05/20 14:53:26.000,./0.png
"11",b0b6117f-704a-4662-827c-00d39c75e9ed,TimePhoto_20200520_145909.jpg,2020/05/20,14:59:09.000,-54.6052552777778,-16.4657880555556,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/27) 20 05 20 - 15º Medição\TimePhoto_20200520_145909.jpg,./27) 20 05 20 - 15º Medição/TimePhoto_20200520_145909.jpg,2020/05/20 14:59:09.000,./0.png
"12",58bd6912-2b57-47ee-93d8-b54d9a01975c,TimePhoto_20200520_150249.jpg,2020/05/20,15:02:49.000,-54.6041038888889,-16.4642119444444,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/27) 20 05 20 - 15º Medição\TimePhoto_20200520_150249.jpg,./27) 20 05 20 - 15º Medição/TimePhoto_20200520_150249.jpg,2020/05/20 15:02:49.000,./0.png
"13",9df8a18e-9f30-449b-ac3f-347b77780653,TimePhoto_20200520_150642.jpg,2020/05/20,15:06:42.000,-54.6046638888889,-16.4668213888889,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/27) 20 05 20 - 15º Medição\TimePhoto_20200520_150642.jpg,./27) 20 05 20 - 15º Medição/TimePhoto_20200520_150642.jpg,2020/05/20 15:06:42.000,./0.png
"14",04598e97-d4de-4bdf-8ac0-fe39128ad0e5,TimePhoto_20200520_151058.jpg,2020/05/20,15:10:58.000,-54.6037866666667,-16.4611175,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/27) 20 05 20 - 15º Medição\TimePhoto_20200520_151058.jpg,./27) 20 05 20 - 15º Medição/TimePhoto_20200520_151058.jpg,2020/05/20 15:10:58.000,./0.png
"15",1c53d3ae-a30a-45aa-add0-ce3f51cdc914,TimePhoto_20200520_151454.jpg,2020/05/20,15:14:54.000,-54.6065047222222,-16.4604141666667,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/27) 20 05 20 - 15º Medição\TimePhoto_20200520_151454.jpg,./27) 20 05 20 - 15º Medição/TimePhoto_20200520_151454.jpg,2020/05/20 15:14:54.000,./0.png
"16",e00f1222-a3f6-44ef-87d3-5dbc2c438779,TimePhoto_20200520_151929.jpg,2020/05/20,15:19:29.000,-54.6074808333333,-16.4558644444444,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/27) 20 05 20 - 15º Medição\TimePhoto_20200520_151929.jpg,./27) 20 05 20 - 15º Medição/TimePhoto_20200520_151929.jpg,2020/05/20 15:19:29.000,./0.png
"17",e72ba315-fee9-4b18-8ba6-5a111cd10b32,TimePhoto_20200520_152302.jpg,2020/05/20,15:23:02.000,-54.6078616666667,-16.4554513888889,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/27) 20 05 20 - 15º Medição\TimePhoto_20200520_152302.jpg,./27) 20 05 20 - 15º Medição/TimePhoto_20200520_152302.jpg,2020/05/20 15:23:02.000,./0.png
"18",a2de1d78-7932-4886-9f46-e83c02bb391e,TimePhoto_20200520_152327.jpg,2020/05/20,15:23:27.000,-54.607655,-16.4553408333333,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/27) 20 05 20 - 15º Medição\TimePhoto_20200520_152327.jpg,./27) 20 05 20 - 15º Medição/TimePhoto_20200520_152327.jpg,2020/05/20 15:23:27.000,./0.png
"19",cdd00b30-4470-4383-8c1b-8662d8d65f60,TimePhoto_20200520_152800.jpg,2020/05/20,15:28:00.000,-54.6085075,-16.4575563888889,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/27) 20 05 20 - 15º Medição\TimePhoto_20200520_152800.jpg,./27) 20 05 20 - 15º Medição/TimePhoto_20200520_152800.jpg,2020/05/20 15:28:00.000,./0.png
"20",a441e091-5866-4274-85d5-390de296060d,TimePhoto_20200520_153955.jpg,2020/05/20,15:39:55.000,-54.6166727777778,-16.4729211111111,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/27) 20 05 20 - 15º Medição\TimePhoto_20200520_153955.jpg,./27) 20 05 20 - 15º Medição/TimePhoto_20200520_153955.jpg,2020/05/20 15:39:55.000,./0.png
"21",51321bb1-c59f-46fe-99ae-4bb862410d58,TimePhoto_20200520_154946.jpg,2020/05/20,15:49:46.000,-54.6117697222222,-16.4506597222222,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/27) 20 05 20 - 15º Medição\TimePhoto_20200520_154946.jpg,./27) 20 05 20 - 15º Medição/TimePhoto_20200520_154946.jpg,2020/05/20 15:49:46.000,./0.png
"22",3ddc6225-f277-4ad6-9751-62bef8ef270f,TimePhoto_20200520_155154.jpg,2020/05/20,15:51:54.000,-54.6114402777778,-16.4505416666667,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/27) 20 05 20 - 15º Medição\TimePhoto_20200520_155154.jpg,./27) 20 05 20 - 15º Medição/TimePhoto_20200520_155154.jpg,2020/05/20 15:51:54.000,./0.png
"23",55a0308d-fdc8-4fd4-ab0a-49b0fdbaf74f,TimePhoto_20200520_155807.jpg,2020/05/20,15:58:07.000,-54.6151063888889,-16.451665,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/27) 20 05 20 - 15º Medição\TimePhoto_20200520_155807.jpg,./27) 20 05 20 - 15º Medição/TimePhoto_20200520_155807.jpg,2020/05/20 15:58:07.000,./0.png
"24",d85aa76a-2562-4087-a390-6b9a8d63dec9,TimePhoto_20200520_160651.jpg,2020/05/20,16:06:51.000,-54.6329180555556,-16.4517386111111,,,,samsung,SM-G973F,,,D:/INGRID/Ingrid - Fotos/27) 20 05 20 - 15º Medição\TimePhoto_20200520_160651.jpg,./27) 20 05 20 - 15º Medição/TimePhoto_20200520_160651.jpg,2020/05/20 16:06:51.000,./0.png
